id	title	revenue	vote_count	vote_average	popularity
873	The Color Purple	146292009	345	7.7	11.573561999999999
48660	The Kindred	0	7	5.9	0.710875
26789	No Mercy	12303904	38	5.7	11.273675
3934	Ménage	0	25	6.0	2.0105049999999998
108312	Native Son	1301121	2	2.0	0.9100469999999999
198469	Otello	0	3	6.7	0.001586
11416	The Mission	17218023	295	7.1	11.241995
10776	Little Shop of Horrors	38748395	389	6.7	7.409178999999999
24452	The Little Shop of Horrors	0	78	6.2	4.327466
9710	Allan Quatermain and the Lost City of Gold	0	70	4.6	10.877201
31924	The Morning After	25147055	22	5.9	2.995682
30890	Radio Days	0	131	7.0	8.782912
24081	From the Hip	9518342	12	5.8	0.6194810000000001
20242	Outrageous Fortune	0	32	5.6	2.3629740000000004
39074	The Bedroom Window	0	20	6.2	4.187498000000001
66194	Deadtime Stories	2750741	7	4.6	1.7121380000000002
2115	Light of Day	0	10	5.4	1.745096
23599	Wanted: Dead or Alive	0	22	5.4	4.917167
3526	Frances	5000000	24	7.1	2.0778689999999997
41166	Plenty	0	8	5.9	0.6372479999999999
16406	Dick	27500000	67	5.7	3.9606220000000003
197239	The Gambler	0	0	0.0	1.6504880000000002
10386	The Iron Giant	23159305	1470	7.6	15.441459
745	The Sixth Sense	672806292	3223	7.7	18.449169
913	The Thomas Crown Affair	124305181	349	6.7	10.961226
912	The Thomas Crown Affair	0	95	6.9	9.444818
12229	The Acid House	0	33	6.4	4.222607
67323	The Adventures of Sebastian Cole	0	2	6.5	0.371975
91076	Illuminata	0	7	6.3	0.837943
89861	Stiff Upper Lips	0	1	10.0	0.8821319999999999
19457	The Yards	0	98	6.0	11.162383
11353	Bowfinger	0	258	6.0	7.169508
17707	Brokedown Palace	13000000	115	6.2	6.570917999999999
9781	Detroit Rock City	4217115	102	6.7	6.074832
102489	Alice and Martin	0	6	6.0	0.422789
18212	Better Than Chocolate	0	25	6.4	5.12798
13817	Head On	378667	18	5.8	3.4662040000000003
126996	Marcello Mastroianni: I Remember	0	2	5.5	0.6144069999999999
38715	Cobra	0	3	6.7	0.220388
48781	Never Talk to Strangers	6	31	4.7	7.506958
12185	Heaven Can Wait	0	84	6.4	5.232475
29056	The Raven	1499275	56	6.3	4.817514
26857	The Tingler	0	34	6.4	2.28087
28501	The Pit and the Pendulum	2000000	67	6.9	4.392322
29030	The Tomb of Ligeia	0	43	5.8	3.631422
25319	The Masque of the Red Death	0	62	6.6	11.587199
29074	Tales of Terror	0	35	6.3	2.356666
24103	Haunted Honeymoon	8033397	45	5.4	2.858879
10552	Cat's Eye	0	140	5.9	6.781814999999999
9267	And Now for Something Completely Different	0	139	7.1	9.132013
10766	Damien: Omen II	26518355	170	6.1	10.235373
10768	Omen III: The Final Conflict	20471382	132	5.5	7.798615
813	Airplane!	83453539	1104	7.1	13.063203
2665	Airplane II: The Sequel	27150534	276	6.0	7.181664
9406	An American Werewolf in Paris	26570463	154	5.3	7.145784
11418	National Lampoon’s European Vacation	49364621	232	6.0	11.457485
11153	National Lampoon's Vacation	61399552	412	7.1	7.747432000000001
14170	Funny Farm	0	74	6.0	11.303489
2280	Big	151668774	1022	6.9	9.562292
11077	Problem Child	0	152	5.5	5.722116000000001
28597	Problem Child 2	0	101	5.2	8.142992
22611	Little Nemo: Adventures In Slumberland	0	36	7.1	2.770568
39780	Oscar and Lucinda	0	26	6.2	1.4625709999999998
10396	Tequila Sunrise	0	116	6.0	6.399977
9944	The Pelican Brief	195268056	377	6.3	8.708306
850	A Christmas Story	19294144	352	7.4	7.337907
10154	Mickey Blue Eyes	0	142	5.3	6.951414
10342	Teaching Mrs. Tingle	8946237	94	5.3	8.345784
10366	Universal Soldier: The Return	10667893	138	4.2	7.8051449999999996
9349	Universal Soldier	0	382	5.8	8.035769
15122	Love Stinks	0	11	5.4	1.097513
10494	Perfect Blue	0	261	7.9	6.487495
126152	With Friends Like These...	0	0	0.0	0.05639500000000001
22314	In Too Deep	14011454	18	6.3	1.615319
51679	The Source	360895	5	4.9	0.447313
35813	The Bat	0	18	5.9	8.819138
11037	Iron Eagle	0	64	4.8	4.33058
11955	Iron Eagle II	0	17	4.3	2.331052
2038	Iron Eagle III	0	15	3.6	8.484869999999999
28737	Iron Eagle IV	0	8	3.2	1.2863229999999999
11963	Three Days of the Condor	27476252	234	7.2	14.364447
141489	Hamlet from the Lunt-Fontanne Theatre	0	2	6.0	0.512134
53761	Male and Female	0	1	5.0	1.175646
9096	Medicine Man	0	114	5.8	7.431005
91893	The Spiders - The Golden Sea	0	5	5.7	0.30198400000000003
113273	On the Ropes	0	1	5.0	0.14002699999999998
103793	Rosie	0	2	5.0	0.100686
1911	The 13th Warrior	61698899	524	6.4	10.308026
2900	The Astronaut's Wife	19598588	263	5.5	14.705865
17709	Dudley Do-Right	0	49	3.8	4.431577
37718	The Muse	0	31	5.3	1.533253
47144	Cabaret Balkan	0	4	7.3	0.569218
104896	A Dog Of Flanders	0	6	6.4	0.513308
30964	The Lost Son	0	6	5.8	0.504739
52366	Lucie Aubrac	458557	8	5.9	1.122218
6373	The Very Thought of You	0	11	5.0	1.233052
2162	Chill Factor	11263966	30	5.3	3.062626
14578	Outside Providence	7292175	30	5.6	3.1092400000000002
40694	Bedrooms and Hallways	0	11	5.9	1.016117
4338	I Woke Up Early The Day I Died	0	3	4.7	0.5636369999999999
49184	West Beyrouth	0	5	8.8	0.21948499999999999
10307	Stigmata	50041732	248	6.0	9.304144
11601	Stir of Echoes	21133087	334	6.5	5.875605999999999
18621	Best Laid Plans	0	30	6.0	4.374187
1075	Black Cat, White Cat	0	160	7.7	6.261475
21719	The Minus Man	370668	19	6.4	2.255032
40879	Whiteboyz	0	4	4.8	1.483082
47951	The Adventures of Milo and Otis	0	54	6.7	2.5006049999999997
43832	Only Angels Have Wings	0	47	7.0	2.611512
47697	Othello	0	35	6.5	2.698585
49792	Queens Logic	0	6	5.7	6.24172
77064	Public Access	0	3	5.5	1.2922559999999998
26522	A Soldier's Story	21821347	54	6.2	12.019262
23761	Alice Sweet Alice	0	58	6.4	3.274172
24097	Don't Look in the Basement	0	19	5.2	0.689278
42114	Nightmares	6670680	23	5.4	3.861469
28295	I Saw What You Did	0	11	5.8	1.8897400000000002
12105	Yellow Submarine	0	114	7.1	14.950187
14	American Beauty	356296601	3438	7.9	20.726578
24128	Stop Making Sense	4978922	47	8.7	2.359569
11001	Blue Streak	117758500	359	6.1	6.229424
10390	For Love of the Game	0	88	6.3	4.950061
9453	Caligula	23438120	147	5.3	11.157288000000001
704	A Hard Day's Night	12299668	172	7.3	5.719266
35122	Splendor	45703	14	5.5	3.508075
142132	Sugar Town	0	2	5.5	0.20833000000000002
24153	The Buddy Holly Story	14363400	33	7.5	2.017413
11797	Fright Night	24922237	279	6.9	7.472509
18086	Fright Night Part 2	2983784	81	6.4	5.777858
124475	La séparation	0	7	5.4	0.533479
17887	Barefoot in the Park	0	105	6.9	8.380744
10669	Deliverance	46122355	441	7.2	8.476681
11527	Excalibur	34967437	241	7.1	8.800455
42848	Lulu on the Bridge	0	5	5.8	1.4154930000000001
40867	The Pajama Game	0	12	6.3	0.681871
1049	Sommersby	140081992	82	6.0	4.359884
28032	Thumbelina	11373501	117	6.1	13.856198999999998
11326	Tommy	34251525	69	6.5	6.335814
28377	Hell Night	0	32	5.6	3.6821669999999997
10975	Armour of God II: Operation Condor	0	109	7.0	12.276235
10974	Armour of God	0	111	6.8	7.278549000000001
10398	Double Jeopardy	177841558	282	6.2	10.876463000000001
2290	Jakob the Liar	0	91	6.1	9.217935
24071	Mumford	0	27	6.3	8.102656
62994	Dog Park	0	4	5.8	0.437857
60994	Guinevere	614202	9	5.9	4.004968
16112	The Adventures of Elmo in Grouchland	0	14	6.3	2.86282
32305	Simon Sez	0	17	3.6	3.106424
14429	Drive Me Crazy	22593409	62	5.8	4.606395
15198	Mystery, Alaska	8888143	71	6.0	4.512767
6415	Three Kings	108000000	709	6.6	12.287636000000001
24066	Happy, Texas	1943649	39	5.5	2.939685
21430	New Rose Hotel	0	24	5.0	10.255215
10381	Plunkett & MacLeane	0	49	6.1	10.285949
171982	Romance	0	0	0.0	0.052377
42486	Napoleon and Samantha	0	8	6.6	0.832361
60285	Alvarez Kelly	0	10	6.6	1.4930299999999999
5622	And the Ship Sails On	0	22	7.0	1.7150720000000002
10349	The Dark Half	10611160	91	5.4	13.412785000000001
42518	Gulliver's Travels	0	26	6.3	2.059715
29787	Monkey Shines	5344577	58	6.2	8.120652
9638	Phantasm	11988469	166	6.5	6.609336
10576	Psycho II	34725000	128	6.0	6.370495
12662	Psycho III	14481606	79	5.4	6.345885
61369	Rain	0	8	5.1	0.577818
11712	Sanjuro	0	122	7.8	11.293611
12618	Random Hearts	74608570	63	5.3	4.140398
13824	Superstar	0	85	5.0	4.155147
226	Boys Don't Cry	11540607	360	7.2	6.5360059999999995
288772	Five Wives, Three Secretaries and Me	0	0	0.0	0.001648
55107	L'ennui	0	12	6.1	1.535323
69851	The Grandfather	0	11	6.7	0.81126
10388	The Limey	3193102	110	6.6	7.807741
17198	The Mating Habits of the Earthbound Human	0	18	6.4	6.571586
44857	Molly	0	14	5.5	7.697
9346	Risky Business	63541777	340	6.4	6.505209
861	Total Recall	261317921	1745	7.1	12.954444
14412	Body Heat	24058838	128	7.1	5.9914819999999995
9377	Ferris Bueller's Day Off	70136369	1340	7.5	12.724644999999999
11541	The Year of Living Dangerously	1317657	84	6.8	13.293569
2457	Children of Paradise	0	79	7.9	5.353954
11901	High Plains Drifter	15700000	284	7.4	9.91087
4929	Hang 'em High	6800000	197	6.7	7.266576
85325	Citizen's Band	0	6	4.7	1.799462
11230	Drunken Master	0	178	7.2	7.404755000000001
8416	The Conformist	0	129	7.6	9.931025
11054	Hairspray	0	102	6.6	6.453409
851	Brief Encounter	0	123	7.6	5.408818
24453	The Razor's Edge	0	16	6.9	1.697455
18254	Reds	40382659	70	7.1	5.463216
56235	Return with Honor	0	2	4.0	0.15025
20123	Time of the Gypsies	0	53	7.2	5.443964
16642	Days of Heaven	0	236	7.6	7.380825
2593	The Fire Within	0	38	7.4	2.441347
42020	El Amor Brujo	0	4	7.0	0.185772
3086	The Lady Eve	0	74	7.5	8.35844
16305	Sullivan's Travels	0	100	8.0	8.642439999999999
32255	The Palm Beach Story	0	46	7.3	3.9268410000000005
48797	Man Facing Southeast	0	12	7.1	1.011919
19997	Niagara	8500000	84	6.7	14.605464000000001
3767	Gilda	0	113	7.6	4.562074
17352	South Pacific	36800000	29	6.3	2.747118
535	Flashdance	92921203	313	6.1	9.888958
2731	Indochine	0	32	7.2	10.762325
1654	The Dirty Dozen	45300000	309	7.5	15.640007
31043	Mike's Murder	0	4	5.5	0.8556950000000001
14831	Help!	0	85	6.5	10.045007
658	Goldfinger	124881062	1005	7.2	13.788839999999999
657	From Russia with Love	78898765	773	6.9	12.536729
646	Dr. No	59600000	953	6.9	19.931606
5689	The Blue Lagoon	58853106	422	5.8	11.578578
391	A Fistful of Dollars	14500000	909	7.6	12.429704
8052	Hard Eight	222559	177	6.8	7.047560000000001
772	Home Alone 2: Lost in New York	358991681	2459	6.3	13.293722
65448	Penitentiary	0	8	4.9	0.232477
65452	Penitentiary II	0	1	3.0	0.004425
31650	Someone to Watch Over Me	10278549	38	5.8	3.5011099999999997
73575	Sparrows	966878	9	8.0	0.44552600000000003
302579	Naturally Native	10508	0	0.0	0.101618
550	Fight Club	100853753	9678	8.3	63.869599
97537	Beefcake	0	10	4.6	0.653879
12220	The Story of Us	58900031	75	5.9	5.769957
1610	Fever Pitch	0	53	6.1	6.906939
53151	Joe the King	0	8	6.3	1.4870459999999999
42881	Julien Donkey-Boy	0	27	7.1	1.3476299999999999
29064	The Omega Code	2400000	17	4.4	1.789046
404	The Straight Story	0	315	7.7	14.580995000000001
42196	The Bad Seed	0	91	7.1	7.975238
36819	Time Bandits	42365581	255	6.6	9.841623
42726	A Man and a Woman	0	33	7.2	2.924112
9343	Fitzcarraldo	0	151	7.7	4.7609379999999994
16858	All That Jazz	37823676	88	7.3	5.632325
42006	Red Sorghum	0	36	7.0	2.045228
11562	Crimes and Misdemeanors	18254702	201	7.4	6.645295
10496	Bats	10	35	4.1	2.584025
16162	The Best Man	34573780	38	6.8	5.055141000000001
8649	Bringing Out the Dead	0	228	6.6	8.825864
31306	Crazy in Alabama	0	13	6.5	7.250842
10563	Three to Tango	0	63	5.4	5.594358000000001
14484	Body Shots	239894	21	4.7	4.607583
214735	Men Cry Bullets	2303	1	7.0	0.9204690000000001
94857	Brother Can You Spare A Dime	0	1	6.0	0.037413
32043	The Guardian	17037887	32	5.3	7.4448479999999995
15247	The Ipcress File	0	84	6.8	7.336578
29251	On Any Sunday	0	7	6.9	0.934156
5548	RoboCop	53000000	1494	7.1	13.485582999999998
5549	RoboCop 2	45681173	498	5.6	10.969876
856	Who Framed Roger Rabbit	329803958	1466	7.2	16.78596
38772	Melvin and Howard	0	18	6.8	6.7374350000000005
699	For Your Eyes Only	195312802	497	6.3	9.765122999999999
709	Licence to Kill	156167015	549	5.9	11.137888
253	Live and Let Die	161777836	540	6.4	9.773767999999999
13511	Rawhead Rex	0	30	4.8	3.4979430000000002
660	Thunderball	141195658	572	6.5	10.517835
46798	The City	0	9	7.6	0.46730299999999997
11377	House on Haunted Hill	40846082	211	5.5	10.187278
26149	Music of the Heart	14859394	49	6.3	3.104943
492	Being John Malkovich	22863596	1124	7.3	11.416319
108346	Dreaming of Joseph Lees	7	2	6.0	1.241349
98480	Man Of The Century	33031	0	0.0	0.007829000000000001
128	Princess Mononoke	159375308	2041	8.2	17.166725
46286	The Suburbans	0	11	4.0	1.73986
8672	My Best Fiend	0	45	7.6	1.807445
8056	Train of Life	0	48	7.4	3.040512
2020	The Bachelor	36911617	84	4.5	5.061725
9481	The Bone Collector	151493655	843	6.5	8.884406
9008	The Insider	60289912	489	7.3	11.3569
14242	American Movie	0	57	7.7	5.964323
16129	Last Night	0	41	7.0	5.466969000000001
104103	Portraits Chinois	0	2	7.5	0.127894
11489	Rosetta	266665	52	7.2	2.730118
28145	They Shoot Horses, Don't They?	0	51	7.4	4.904915
51371	Battling Butler	0	13	5.7	1.09569
18111	Bride of Re-Animator	0	70	6.1	8.244989
31361	Bustin' Loose	0	15	5.7	1.527771
11223	Coma	0	88	6.4	5.617866
16281	Creepshow	21028755	228	6.7	10.434018
16288	Creepshow 2	14000000	133	5.9	9.330086999999999
1694	Re-Animator	2023414	263	7.0	9.867238
476	Drugstore Cowboy	4729352	117	7.0	8.026112
37094	Falling Down	40903593	837	7.2	10.175138
13555	The Funhouse	0	69	5.8	3.99005
961	The General	0	240	8.0	8.002953
73969	My Best Girl	1027757	2	8.0	0.205671
24831	Piranha	0	120	5.7	16.038604
64963	Rough Night in Jericho	0	5	7.3	1.0786879999999999
85160	Slaughterhouse	0	12	5.3	1.5568
25560	The Taming of the Shrew	0	35	6.9	2.786435
21610	Nighthawks	19905359	87	6.4	5.830675
11878	Yojimbo	0	334	8.0	10.313688
11510	Repossessed	1382462	44	4.5	11.966566
11234	The Omega Man	0	147	6.0	6.445639
957	Spaceballs	38119483	924	6.7	9.10373
11886	Robin Hood	32056467	1155	7.0	11.179855
37853	Mister Roberts	0	43	7.3	2.593458
62204	Quest for Fire	55260558	111	7.2	8.341166000000001
11040	Little Big Man	31559552	128	7.5	8.186994
21849	A Face in the Crowd	0	48	7.4	6.656685
1621	Trading Places	90400000	763	7.1	14.285051999999999
14035	Meatballs	0	79	5.9	6.613063
40771	Meatballs Part II	0	13	3.5	1.475532
40772	Meatballs III: Summer Job	0	14	4.4	1.667607
40773	Meatballs 4	0	4	3.3	0.9211889999999999
11498	Dead Again	38016380	81	6.7	9.696201
11790	Peter's Friends	0	46	6.7	2.540085
29371	The Incredibly True Adventure of Two Girls In Love	0	13	5.7	2.149553
276635	Experience Preferred...But Not Essential	822	2	7.5	0.122181
47941	Under the Rainbow	2297493	7	4.9	0.69162
29048	How I Won the War	0	10	5.6	1.494833
19052	Light It Up	0	7	6.6	1.252804
21349	Anywhere But Here	18653615	67	5.9	12.593734
1832	Dogma	30652890	842	6.8	8.559088000000001
10047	The Messenger: The Story of Joan of Arc	66976317	373	6.2	9.471838
10228	Pokémon: The First Movie: Mewtwo Strikes Back	163644662	336	6.7	7.556825999999999
47692	Felicia's Journey	0	24	6.3	1.8500560000000001
18561	Oxygen	0	15	5.4	8.343079
144953	Where's Marlowe?	0	2	5.5	1.193384
37426	The Ape	0	6	5.3	0.691803
51787	British Intelligence	0	5	5.8	0.23331799999999997
11663	The Commitments	0	132	7.4	7.442056
13485	Holiday Inn	0	55	7.1	8.258968
9289	The Longest Day	50100000	237	7.3	10.770928
9264	Poison Ivy	0	85	5.2	6.9016839999999995
18222	Poison Ivy: The New Seduction	0	28	4.1	6.146452
124853	Ten Benny	0	1	10.0	0.06421900000000001
11165	Tora! Tora! Tora!	29548291	150	6.9	7.262326
4203	Women on the Verge of a Nervous Breakdown	7179298	149	7.6	5.470331
24226	The Verdict	53977250	132	7.4	9.596883
88875	The Effect of Gamma Rays on Man-in-the-Moon Marigolds	0	12	6.9	0.47359300000000004
11379	The Adventures of Buckaroo Banzai Across the 8th Dimension	0	103	6.3	7.778445
29154	Stand and Deliver	13994920	60	7.3	5.355761
2039	Moonstruck	80640528	173	6.7	12.877291
77915	The Sandpiper	0	16	5.7	1.198796
11943	Jeremiah Johnson	0	126	7.5	4.711031
11481	Repulsion	0	218	7.5	6.825852
2690	Irma la Douce	0	74	7.1	5.967967
20565	42 Up	0	9	6.6	0.697268
27141	Liberty Heights	0	19	6.7	2.64721
10399	Mansfield Park	0	81	6.7	6.646005000000001
90762	Goodbye, 20th Century	0	2	7.5	0.352075
2668	Sleepy Hollow	206071502	1774	6.9	11.072361
36643	The World Is Not Enough	361832400	878	6.0	12.130127
99	All About My Mother	67872296	337	7.4	10.000914999999999
159569	Home Page	0	0	0.0	0.001183
77010	The Living Dead Girl	0	18	6.0	1.605782
25898	Babes in Toyland	0	28	6.6	7.768271
9647	Scrooged	60328000	395	6.7	11.465634
11787	Harvey	0	159	7.7	5.306185
5156	Bicycle Thieves	361712	404	8.0	13.233135999999998
24276	Matewan	1680358	33	7.2	3.3501260000000004
11953	Kagemusha	0	135	7.7	6.206807
44662	47 Samurai	0	20	7.1	5.127806
29005	McCabe & Mrs. Miller	0	82	7.3	5.442081
26371	Maurice	0	62	7.1	5.778465
596	The Grapes of Wrath	0	211	7.8	9.668636
52470	My Man Godfrey	0	4	6.4	0.19375799999999999
20334	The Shop Around the Corner	0	107	7.9	7.144236
11393	The Natural	47951979	162	7.0	12.319855
31121	Shampoo	0	41	6.3	3.7961949999999995
293	A River Runs Through It	43440294	241	7.0	12.583826
10998	Fatal Attraction	320145693	305	6.6	14.260779000000001
12235	Jagged Edge	0	63	6.5	3.892311
36094	Stanley & Iris	5820015	26	5.7	1.914881
9013	Midnight Run	38413606	241	7.2	5.564321
11005	Awakenings	52096475	568	7.6	13.201595000000001
59820	Come See the Paradise	0	14	6.1	6.408322
2924	Backdraft	152368585	360	6.4	9.883727
177	The Fisher King	41895491	346	7.2	11.184385
38557	The River	11500000	21	6.5	6.303383999999999
42087	Country	0	6	6.3	0.84372
13681	Places in the Heart	0	31	7.1	3.712567
34760	'night, Mother	442000	6	5.8	0.798428
9946	End of Days	211989043	488	5.5	9.62371
863	Toy Story 2	497366869	3914	7.3	17.547693
31582	Flawless	4488529	56	5.9	8.608461
125520	Miss Julie	0	3	6.3	0.9949530000000001
22267	Ride with the Devil	635096	49	6.6	7.059308000000001
55123	Tumbleweeds	1281176	11	6.2	0.8888799999999999
5486	A Bay of Blood	0	53	6.4	4.725878
10411	The Distinguished Gentleman	46434570	78	5.7	9.64078
41462	The Hitch-Hiker	0	28	6.6	2.2117419999999997
1718	Santa Fe Trail	0	5	3.6	1.548028
28604	Lauderdale	0	3	1.7	1.5338
15506	Agnes Browne	0	9	6.3	6.485631
20024	The End of the Affair	10827816	56	6.6	6.200344
78256	The End of the Affair	0	2	6.3	0.402828
13787	Holy Smoke!	0	47	5.3	3.176804
54933	A Map of the World	0	8	6.4	1.5881889999999999
9684	Sweet and Lowdown	0	109	6.8	6.836569
9586	The Bonfire of the Vanities	15691192	113	5.3	5.507082
41638	Broadway Damage	0	1	6.0	0.051128
70801	Daddy-Long-Legs	0	5	7.4	0.346438
33015	Go West	0	19	6.8	1.014248
777	Grand Illusion	0	126	7.5	6.02384
21887	The Great Santini	0	21	6.9	3.9190410000000004
5652	The James Dean Story	0	6	6.2	0.505885
19664	The Sea Wolves	0	19	5.7	3.244148
32331	Stealing Home	7467504	15	5.9	7.168975
76083	Tarzan the Fearless	0	4	2.8	0.756556
32628	Three Ages	0	20	7.2	1.5397129999999999
32669	The Two Jakes	10000000	48	6.2	4.476578
18161	U2: Rattle and Hum	0	28	6.3	2.1434830000000002
31681	Hell in the Pacific	0	41	6.8	2.664145
33666	The Glass Bottom Boat	0	16	4.8	0.9429770000000001
32274	Cradle Will Rock	0	18	7.2	6.481649
10402	Deuce Bigalow: Male Gigolo	65535067	314	5.4	6.567794
497	The Green Mile	284600000	4166	8.2	19.96678
1715	The Cider House Rules	88545092	285	6.9	9.526781
35118	Diamonds	0	7	5.4	1.6524470000000002
42739	The War Zone	0	54	7.2	3.4662599999999997
26162	The Bat Whispers	0	4	6.3	0.670708
25188	The Last Picture Show	29133000	133	7.6	5.961382
15515	The 7th Voyage of Sinbad	0	52	6.8	11.118379
75888	Blood on the Sun	0	7	5.1	1.130503
1439	Anna and the King	0	204	6.4	17.65016
2277	Bicentennial Man	93700000	998	6.9	9.369917999999998
10137	Stuart Little	300135367	998	5.8	8.3595
10387	The Emperor and the Assassin	0	18	7.4	1.5319969999999998
49948	Fantasia 2000	90874570	300	7.0	14.972573
334	Magnolia	48451803	844	7.5	9.091636
30237	Onegin	206128	26	5.8	7.171138000000001
50116	Simpatico	929606	6	5.3	3.143748
46435	Topsy-Turvy	0	41	6.7	5.902126
94260	The Alley Cats	0	2	2.5	0.083996
22213	Boiling Point	0	26	4.6	2.1247849999999997
47070	Brenda Starr	0	7	5.1	6.561711999999999
36492	Carnal Knowledge	28623900	34	6.7	2.837238
624	Easy Rider	0	411	7.0	8.635841000000001
26578	The Falcon and the Snowman	0	43	6.5	4.690847
415072	Hi-Yo Silver	0	0	0.0	0.001438
43103	Room at the Top	0	20	6.0	1.8761990000000002
43194	Ulysses	0	32	6.3	1.993626
9563	Any Given Sunday	100230832	430	6.8	10.571434
1850	Man on the Moon	47434430	444	6.9	13.217419
926	Galaxy Quest	90683916	722	6.9	15.831373999999999
1213	The Talented Mr. Ripley	128798265	790	7.1	11.65502
10471	Next Friday	59827328	145	6.5	10.06545
10400	The Hurricane	73956241	401	7.2	5.716009
10397	Angela's Ashes	13	59	7.0	4.496585
20761	Play It to the Bone	8434146	53	5.7	4.347608999999999
12524	Titus	0	76	6.5	7.295333
28216	Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.	507941	17	6.3	1.157478
36773	The Third Miracle	0	16	6.1	2.2696009999999998
30814	Montana	0	4	4.8	1.174927
10219	Snow Falling on Cedars	0	32	6.3	2.813811
3558	Girl, Interrupted	0	747	7.6	8.285062
104878	Trans	0	0	0.0	0.042208999999999997
41276	The Life and Times of Hank Greenberg	0	2	4.0	0.13608699999999999
17908	My Dog Skip	0	71	6.5	7.061185000000001
10384	Supernova	14828081	109	4.9	5.496624
125317	The Quarry	0	2	2.5	0.203067
48233	The Terrorist	140021	4	8.1	0.154526
10236	The Way We Were	45000000	87	7.1	13.377996
71067	Tess of the Storm Country	0	1	5.0	0.12625799999999998
632	Stalag 17	0	143	7.6	9.47371
11851	The Presidio	20324096	80	5.7	3.768935
5924	Papillon	53267000	445	7.8	15.698432999999998
33734	Pal Joey	0	16	5.9	2.774084
14886	The Last Detail	0	85	7.1	4.344612000000001
26617	Five Easy Pieces	0	114	7.2	9.721297
11900	Even Dwarfs Started Small	0	27	6.6	0.8549629999999999
10493	Dead Calm	7825000	178	6.6	13.464246
16241	The Boys from Brazil	0	102	6.6	5.923299
27632	Black Sunday	0	79	7.2	4.683413
22160	Against All Odds	0	40	5.7	3.027195
4460	The Snows of Kilimanjaro	0	18	6.1	1.7990270000000002
9644	National Lampoon's Loaded Weapon 1	0	161	5.7	11.511683
43455	The Loves of Carmen	0	2	8.0	0.366948
13342	Fast Times at Ridgemont High	27092880	330	7.0	14.658885
35119	A Cry in the Dark	6908797	49	6.4	3.970538
21256	Born to Win	0	7	6.1	2.554758
14919	Batman: Mask of the Phantasm	5617391	218	7.4	7.2911399999999995
14040	American Flyers	1400000	33	6.1	5.50751
75641	Voyage of the Damned	0	5	5.5	1.12301
17343	Vampyros Lesbos	0	29	5.5	3.047838
22692	A Star Is Born	0	24	6.3	2.5375080000000003
47620	Poison	609524	15	6.4	1.9245349999999999
2990	Pacific Heights	29381956	83	6.0	4.817146
38775	Night Tide	0	16	6.2	0.9159700000000001
10831	The Draughtsman's Contract	0	44	6.9	2.4446369999999997
21193	Carmen	0	6	5.9	1.490737
33078	A Zed & Two Noughts	0	31	6.8	3.464385
16672	Woman in the Dunes	0	88	8.1	9.768832000000002
10472	Down to You	0	71	4.9	3.847088
123277	Hellhounds on My Trail: The Afterlife of Robert Johnson	0	0	0.0	0.008917
79474	Not Love, Just Frenzy	0	4	4.6	0.217406
97805	Wirey Spindell	0	2	5.5	0.09818099999999999
53714	Another Man's Poison	0	9	6.4	2.021032
21489	The Odessa File	0	50	6.7	3.883002
51392	The Saphead	0	6	6.4	0.291058
32600	Seven Chances	0	49	7.3	4.590055
110479	Smashing Time	0	2	4.8	0.325212
299121	Train Ride to Hollywood	0	0	0.0	0.004393
13005	Where the Buffalo Roam	6659377	48	6.1	3.2166080000000004
65134	Zachariah	0	1	7.0	0.07105399999999999
121738	Kestrel's Eye	0	0	0.0	0.0017219999999999998
18681	Eye of the Beholder	0	42	5.3	3.7730580000000002
75531	Isn't She Great	3003296	14	4.6	0.907927
20468	The Big Tease	0	6	5.8	1.1168209999999998
14521	The Cup	0	9	5.9	0.588543
46835	Santitos	0	2	6.3	0.28762
10406	Encino Man	40693477	197	5.6	8.000189
14741	The Goodbye Girl	102000000	37	7.3	3.9371389999999997
32015	I Am Cuba	0	33	8.0	2.254539
1883	Malcolm X	48169908	377	7.3	14.207001000000002
2005	Sister Act	231605150	713	6.5	18.83065
6279	Sister Act 2: Back in the Habit	57319029	384	5.9	12.986842
11087	The Hand that Rocks the Cradle	88036683	196	6.5	6.672714999999999
7305	Alive	36733909	383	6.7	8.662287
24735	Agnes of God	0	40	6.2	3.9416889999999998
9475	Scent of a Woman	134095253	763	7.3	14.505987
8872	Wayne's World	121697323	738	6.5	10.180776
8873	Wayne's World 2	47965000	281	5.8	10.931683
11287	A League of Their Own	107458785	362	6.8	10.852038
9869	Patriot Games	178051587	440	6.4	11.075674000000001
619	The Bodyguard	411006740	681	6.2	9.805017
9374	Death Becomes Her	149022650	655	6.3	11.017417
11259	Far and Away	137783840	294	6.3	7.472753
8293	Howards End	25966555	98	7.0	10.854598
11068	Singles	18472850	106	6.6	10.450148
1923	Twin Peaks: Fire Walk with Me	4160851	429	7.3	8.736538000000001
10158	White Men Can't Jump	90753806	305	6.2	8.795941000000001
10206	Buffy the Vampire Slayer	16624456	192	5.3	4.9419889999999995
11782	Hard Boiled	0	169	7.4	10.184313000000001
10086	Man Bites Dog	0	194	7.2	8.758096
9367	El Mariachi	2040920	243	6.6	9.972591
9876	Stop! Or My Mom Will Shoot	70611210	220	4.6	14.40112
10326	Forever Young	128000000	258	6.0	5.050509
16562	The Cutting Edge	25105517	59	6.6	3.8143
